"","player","i","pos","age","tm","g","mp_per_game","fg","fga","fgpercent","x3p","x3pa","x3ppercent","x2p","x2pa","x2ppercent","efgpercent","ft","fta","ftpercent","orb","drb","trb","ast","stl","blk","tov","pf","ps_g","mp_total","per","tspercent","x3par","ftr","orbpercent","drbpercent","astpercent","stlpercent","blkpercent","tovpercent","usgpercent","ows","dws","ws","ws_48","obpm","dbpm","vorp"
"566","Kyle Lowry",2018,"PG",31,"TOR",78,32.2,5.2,12.1,0.427,3.1,7.6,0.399,2.1,4.5,0.474,0.553,2.9,3.3,0.854,0.8,4.7,5.5,6.9,1.1,0.2,2.3,2.5,16.2,2510,19.5,0.598,0.631,0.276,3,16.1,30.9,1.7,0.6,14.7,21.7,7,3.1,10.2,0.194,5.4,0.5,5
"567","Kyrie Irving",2013,"PG",20,"CLE",59,34.7,8.2,18.1,0.452,1.8,4.7,0.391,6.4,13.4,0.474,0.503,4.2,4.9,0.855,0.6,3.1,3.7,5.9,1.5,0.4,3.2,2.5,22.5,2048,21.4,0.553,0.261,0.271,1.8,10.8,32.7,2.3,0.8,13.8,30.2,4.2,1.1,5.3,0.125,4.9,-1.6,2.8
"568","Kyrie Irving",2014,"PG",21,"CLE",71,35.2,7.5,17.4,0.43,1.7,4.8,0.358,5.8,12.6,0.458,0.48,4.1,4.8,0.861,0.7,2.9,3.6,6.1,1.5,0.3,2.7,2.3,20.8,2496,20.1,0.533,0.278,0.273,2.3,9.5,31.6,2.2,0.8,12.1,28.2,4.6,2.1,6.7,0.128,4.1,-0.9,3.3
"569","Kyrie Irving",2015,"PG",22,"CLE",75,36.4,7.7,16.5,0.468,2.1,5,0.415,5.6,11.4,0.491,0.532,4.2,4.9,0.863,0.7,2.4,3.1,5.2,1.5,0.3,2.5,1.9,21.7,2730,21.5,0.583,0.306,0.296,2.3,7.5,25,2.2,0.6,11.8,26.2,8.4,2,10.4,0.183,4.7,-1.4,3.7
"570","Kyrie Irving",2017,"PG",24,"CLE",72,35.1,9.3,19.7,0.473,2.5,6.1,0.401,6.9,13.6,0.505,0.535,4.1,4.6,0.905,0.7,2.5,3.2,5.8,1.2,0.3,2.5,2.2,25.2,2525,23,0.58,0.311,0.231,2.3,7.5,29.7,1.6,0.8,10.3,30.8,7.4,1.5,8.9,0.17,4.8,-2.3,2.9
"571","Kyrie Irving",2018,"PG",25,"BOS",60,32.2,8.9,18.1,0.491,2.8,6.8,0.408,6.1,11.3,0.541,0.568,3.9,4.4,0.889,0.6,3.2,3.8,5.1,1.1,0.3,2.3,2,24.4,1931,25,0.61,0.374,0.24,1.9,10.8,30.7,1.7,0.7,10.4,31,6.3,2.7,8.9,0.222,6.9,-0.7,4
"572","LaMarcus Aldridge",2012,"PF",26,"POR",55,36.3,8.8,17.1,0.512,0,0.2,0.182,8.7,16.9,0.516,0.513,4.1,5,0.814,2.7,5.3,8,2.4,0.9,0.8,2,2.8,21.7,1994,22.7,0.56,0.012,0.291,8.6,17.5,13.2,1.3,1.7,9.5,27,5.4,1.6,7,0.169,2.7,-0.2,2.2
"573","LaMarcus Aldridge",2013,"PF",27,"POR",74,37.7,8.6,17.8,0.484,0,0.2,0.143,8.6,17.6,0.488,0.485,3.8,4.7,0.81,2.4,6.7,9.1,2.6,0.8,1.2,1.9,2.5,21.1,2790,20.4,0.53,0.011,0.264,7.2,20.9,13,1.2,2.5,8.9,26.5,4.8,2.3,7.2,0.124,0.3,0.5,2
"574","LaMarcus Aldridge",2014,"PF",28,"POR",69,36.2,9.4,20.6,0.458,0,0.2,0.2,9.4,20.4,0.461,0.459,4.3,5.2,0.822,2.4,8.7,11.1,2.6,0.9,1,1.8,2.1,23.2,2498,21.8,0.507,0.011,0.253,7.2,25.5,13,1.3,1.9,7.2,29.8,4,3.5,7.5,0.144,-0.4,0.7,1.5
"575","LaMarcus Aldridge",2015,"PF",29,"POR",71,35.4,9.3,19.9,0.466,0.5,1.5,0.352,8.8,18.5,0.475,0.479,4.3,5.1,0.845,2.5,7.7,10.2,1.7,0.7,1,1.7,1.8,23.4,2512,22.8,0.528,0.074,0.256,7.7,22.9,9.2,1,1.9,7.2,30.2,4.9,3.7,8.6,0.165,0.3,0,1.4
"576","LaMarcus Aldridge",2016,"PF",30,"SAS",74,30.6,7.2,14.1,0.513,0,0.2,0,7.2,13.9,0.521,0.513,3.5,4.1,0.858,2.4,6.2,8.6,1.5,0.5,1.1,1.3,2,18,2261,22.4,0.565,0.015,0.289,9.2,22.2,8.1,0.9,2.8,7.8,25.9,5.6,4.5,10.1,0.215,0.7,1.1,2.2
"577","LaMarcus Aldridge",2018,"C",32,"SAS",75,33.5,9.2,18,0.51,0.4,1.2,0.293,8.8,16.7,0.526,0.52,4.5,5.3,0.837,3.3,5.2,8.5,2,0.6,1.2,1.5,2.1,23.1,2509,25,0.57,0.068,0.296,10.8,17.3,11.3,0.9,3,6.8,29.1,7.4,3.5,10.9,0.209,3,0.3,3.3
"578","Larry Bird",1980,"PF",23,"BOS",82,36,8.5,17.8,0.474,0.7,1.7,0.406,7.7,16.1,0.481,0.494,3.7,4.4,0.836,2.6,7.8,10.4,4.5,1.7,0.6,3.2,3.4,21.3,2955,20.5,0.538,0.098,0.246,8.3,23.6,18.5,2.3,1,14,25.3,5.6,5.6,11.2,0.182,2.7,2.6,5.4
"579","Larry Bird",1981,"PF",24,"BOS",82,39.5,8.8,18.3,0.478,0.2,0.9,0.27,8.5,17.4,0.489,0.485,3.5,4,0.863,2.3,8.6,10.9,5.5,2,0.8,3.5,2.9,21.2,3239,19.9,0.528,0.049,0.218,7,23.8,20.4,2.4,1.1,14.9,24.3,4.7,6.1,10.8,0.16,2.1,3,5.8
"580","Larry Bird",1982,"PF",25,"BOS",77,38,9.2,18.4,0.503,0.1,0.7,0.212,9.1,17.7,0.514,0.507,4.3,4.9,0.863,2.6,8.3,10.9,5.8,1.9,0.9,3.3,3.2,22.9,2923,22.6,0.557,0.037,0.269,7.7,23.4,22.5,2.3,1.2,13.8,25.2,6.8,5.7,12.5,0.205,4.1,3.3,7
"581","Larry Bird",1983,"PF",26,"BOS",79,37.7,9.5,18.7,0.504,0.3,1,0.286,9.2,17.8,0.516,0.512,4.4,5.3,0.84,2.4,8.6,11,5.8,1.9,0.9,3,2.5,23.6,2982,24.1,0.561,0.052,0.282,7,24.2,22.4,2.3,1.3,12.6,25,8.4,5.6,14,0.225,4.7,2.9,7.2
"582","Larry Bird",1984,"PF",27,"BOS",79,38.3,9.6,19.5,0.492,0.2,0.9,0.247,9.4,18.6,0.504,0.497,4.7,5.3,0.888,2.3,7.8,10.1,6.6,1.8,0.9,3,2.5,24.2,3028,24.2,0.552,0.047,0.273,7,22.3,26.2,2.3,1.3,12.1,26.7,7.9,5.6,13.6,0.215,4.7,3,7.4
"583","Larry Bird",1985,"SF",28,"BOS",80,39.5,11.5,22,0.522,0.7,1.6,0.427,10.8,20.4,0.529,0.538,5,5.7,0.882,2.1,8.5,10.6,6.6,1.6,1.2,3.1,2.6,28.7,3161,26.5,0.585,0.074,0.26,6,22.6,25.7,1.9,1.7,11.2,28.5,10.5,5.2,15.7,0.238,6.1,2.4,8.4
"584","Larry Bird",1986,"SF",29,"BOS",82,38,9.7,19.6,0.496,1,2.4,0.423,8.7,17.2,0.506,0.521,5.4,6,0.896,2.3,7.5,9.8,6.8,2,0.6,3.2,2.2,25.8,3113,25.6,0.58,0.121,0.306,7.2,20.4,26.3,2.5,0.9,12.7,27.6,9.6,6.2,15.8,0.244,6.4,2.8,8.7
"585","Larry Bird",1987,"SF",30,"BOS",74,40.6,10.6,20.2,0.525,1.2,3,0.4,9.4,17.2,0.547,0.555,5.6,6.1,0.91,1.7,7.5,9.2,7.6,1.8,0.9,3.2,2.5,28.1,3005,26.4,0.612,0.15,0.304,5.1,19.2,28.6,2.2,1.3,12.4,27.5,10.4,4.8,15.2,0.243,7.1,2.1,8.5
"586","Larry Bird",1988,"SF",31,"BOS",76,39,11.6,22,0.527,1.3,3.1,0.414,10.3,18.9,0.546,0.556,5.5,6,0.916,1.4,7.8,9.2,6.1,1.6,0.8,2.8,2.1,29.9,2965,27.8,0.608,0.142,0.271,4.6,22.3,25.7,2.1,1.1,10.2,30.2,11.2,3.8,15,0.243,7.5,1.3,8.1
"587","Larry Bird",1990,"SF",33,"BOS",75,39.3,9.6,20.2,0.473,0.9,2.6,0.333,8.7,17.6,0.494,0.495,4.3,4.6,0.93,1.2,8.3,9.5,7.5,1.4,0.8,3.2,2.3,24.3,2944,21.9,0.546,0.129,0.226,3.6,22.2,28.9,1.8,1.2,12.7,27.4,5.3,4.1,9.5,0.154,3.9,2.2,6.1
"588","Larry Johnson",1993,"PF",23,"CHH",82,40.5,8.9,16.9,0.526,0.2,0.9,0.254,8.7,16,0.54,0.532,4.1,5.3,0.767,3.4,7.1,10.5,4.3,0.6,0.3,2.8,2.3,22.1,3323,18.9,0.574,0.051,0.316,9.6,18,15.9,0.8,0.5,12.6,22.4,7.1,2.5,9.6,0.139,3.3,0.1,4.6
"589","Larry Johnson",1995,"PF",25,"CHH",81,39.9,7.2,15,0.48,1,2.6,0.386,6.2,12.5,0.5,0.513,3.4,4.4,0.774,2.3,4.9,7.2,4.6,1,0.3,2.6,2.1,18.8,3234,17.1,0.555,0.172,0.29,7.3,13.8,19.4,1.3,0.6,13.1,22.6,4.9,3.6,8.5,0.126,2.1,0.8,4
"590","Larry Nance",1985,"PF",25,"PHO",61,36.1,8.4,14.4,0.587,0,0,0.5,8.4,14.3,0.587,0.588,3,4.2,0.709,3.2,5.6,8.8,2.6,1.4,1.7,2.2,3,19.9,2202,20.6,0.612,0.002,0.29,10.2,17.3,11.1,1.9,2.6,12.1,20.8,4.7,3.2,7.9,0.173,3,2.2,4
"591","Larry Nance",1989,"PF",29,"CLE",73,34.6,6.8,12.6,0.539,0,0.1,0,6.8,12.5,0.541,0.539,3.7,4.6,0.799,2.1,5.8,7.9,2.2,0.8,2.8,1.6,2.5,17.2,2526,19.9,0.59,0.004,0.363,7.4,18,9.2,1.1,4.7,9.9,19.9,5.7,4.7,10.3,0.197,1.1,2.9,3.8
"592","Larry Nance",1993,"PF",33,"CLE",77,35.8,6.9,12.6,0.549,0,0.1,0,6.9,12.6,0.551,0.549,2.6,3.2,0.818,2.4,6.3,8.7,2.9,0.7,2.6,1.4,2.9,16.5,2753,19.8,0.587,0.004,0.254,8,19.3,12.1,1,4.4,9,19.1,6.3,4.4,10.7,0.187,1.7,2.7,4.4
"593","Latrell Sprewell",1994,"SG",23,"GSW",82,43.1,7.5,17.3,0.433,1.7,4.8,0.361,5.8,12.5,0.46,0.482,4.3,5.6,0.774,1,3.9,4.9,4.7,2.2,0.9,2.8,1.9,21,3533,15.9,0.532,0.276,0.322,2.5,9.7,15.3,2.5,1.3,12.3,21.5,4.7,3.2,8,0.108,1.7,0.3,3.6
"594","Latrell Sprewell",1995,"SG",24,"GSW",69,40.2,7.1,17,0.418,1.3,4.7,0.276,5.8,12.2,0.473,0.457,5.1,6.5,0.781,0.8,2.9,3.7,4,1.6,0.7,3.3,1.6,20.6,2771,14.1,0.519,0.278,0.383,2.3,8,16,2,1.1,14.4,24.4,0.8,1.1,2,0.034,-0.3,-0.8,0.7
"595","Latrell Sprewell",1997,"SG",26,"GSW",80,41.9,8.1,18.1,0.449,1.8,5.2,0.354,6.3,12.9,0.488,0.5,6.2,7.3,0.843,0.7,3.9,4.6,6.3,1.7,0.6,4,1.9,24.2,3353,19.7,0.57,0.287,0.405,2.1,10.9,27,2.1,1,15.9,26.9,7,1.1,8.1,0.115,3.8,-1.2,3.9
"596","Latrell Sprewell",2001,"SF",30,"NYK",77,39.2,6.8,15.8,0.43,0.5,1.8,0.304,6.3,14.1,0.446,0.447,3.6,4.6,0.783,0.6,3.9,4.5,3.5,1.4,0.4,2.8,2.1,17.7,3017,15.1,0.497,0.111,0.288,2,11.6,17.2,1.9,0.8,13.7,25.8,0.5,4.6,5.1,0.082,-0.6,1.1,1.9
"597","LeBron James",2005,"SF",20,"CLE",80,42.4,9.9,21.1,0.472,1.4,3.9,0.351,8.6,17.2,0.499,0.504,6,8,0.75,1.4,6,7.4,7.2,2.2,0.7,3.3,1.8,27.2,3388,25.7,0.554,0.183,0.378,3.8,17,32.9,2.8,1.1,11.8,29.7,9.7,4.6,14.3,0.203,6.9,1.5,8.8
"598","LeBron James",2006,"SF",21,"CLE",79,42.5,11.1,23.1,0.48,1.6,4.8,0.335,9.5,18.3,0.518,0.515,7.6,10.3,0.738,0.9,6.1,7,6.6,1.6,0.8,3.3,2.3,31.4,3361,28.1,0.568,0.208,0.447,2.6,17.1,32.8,2,1.5,10.7,33.6,12,4.3,16.3,0.232,7.9,1.4,9.5
"599","LeBron James",2007,"SF",22,"CLE",78,40.9,9.9,20.8,0.476,1.3,4,0.319,8.6,16.8,0.513,0.507,6.3,9,0.698,1.1,5.7,6.8,6,1.6,0.7,3.2,2.2,27.3,3190,24.5,0.552,0.191,0.432,3,16.6,29.1,2.1,1.3,11.5,31,8,5.7,13.7,0.206,5.4,2,7.6
"600","LeBron James",2008,"SF",23,"CLE",75,40.4,10.6,21.9,0.484,1.5,4.8,0.315,9.1,17.1,0.531,0.518,7.3,10.3,0.712,1.8,6.1,7.9,7.2,1.8,1.1,3.4,2.2,30,3027,29.1,0.568,0.219,0.47,4.9,17.8,37.3,2.4,2.1,11.4,33.5,10.7,4.6,15.2,0.242,9,2.3,10.1
"601","LeBron James",2009,"SF",24,"CLE",81,37.7,9.7,19.9,0.489,1.6,4.7,0.344,8.1,15.2,0.535,0.53,7.3,9.4,0.78,1.3,6.3,7.6,7.2,1.7,1.1,3,1.7,28.4,3054,31.7,0.591,0.238,0.472,4.3,19,38,2.4,2.4,11,33.8,13.7,6.5,20.3,0.318,9.4,3.6,11.6
"602","LeBron James",2010,"SF",25,"CLE",76,39,10.1,20.1,0.503,1.7,5.1,0.333,8.4,15,0.56,0.545,7.8,10.2,0.767,0.9,6.4,7.3,8.6,1.6,1,3.4,1.6,29.7,2966,31.1,0.604,0.253,0.506,3,18.5,41.8,2.2,2,12.3,33.5,13.3,5.2,18.5,0.299,9.7,2.8,10.9
"603","LeBron James",2011,"SF",26,"MIA",79,38.8,9.6,18.8,0.51,1.2,3.5,0.33,8.4,15.3,0.552,0.541,6.4,8.4,0.759,1,6.5,7.5,7,1.6,0.6,3.6,2.1,26.7,3063,27.3,0.594,0.188,0.446,3.3,18.7,34.9,2.1,1.3,13.8,31.5,10.3,5.3,15.6,0.244,6.5,2.1,8.2
"604","LeBron James",2012,"SF",27,"MIA",62,37.5,10,18.9,0.531,0.9,2.4,0.362,9.1,16.5,0.556,0.554,6.2,8.1,0.771,1.5,6.4,7.9,6.2,1.9,0.8,3.4,1.5,27.1,2326,30.7,0.605,0.127,0.429,5,19.7,33.6,2.6,1.7,13.3,32,10,4.5,14.5,0.298,8.3,2.7,7.6
"605","LeBron James",2013,"PF",28,"MIA",76,37.9,10.1,17.8,0.565,1.4,3.3,0.406,8.7,14.5,0.602,0.603,5.3,7,0.753,1.3,6.8,8.1,7.3,1.7,0.9,3,1.4,26.8,2877,31.6,0.64,0.188,0.395,4.4,20.8,36.4,2.4,1.9,12.4,30.2,14.6,4.7,19.3,0.322,9.2,2.4,9.8
"606","LeBron James",2014,"PF",29,"MIA",77,37.7,10,17.6,0.567,1.5,4,0.379,8.5,13.6,0.622,0.61,5.7,7.6,0.75,1.1,5.9,7,6.3,1.6,0.3,3.5,1.6,27.1,2902,29.3,0.649,0.226,0.432,3.6,18.9,32,2.2,0.8,14.4,31,12.3,3.7,15.9,0.264,8,0.9,8
"607","LeBron James",2015,"SF",30,"CLE",69,36.1,9,18.5,0.488,1.7,4.9,0.354,7.3,13.6,0.536,0.535,5.4,7.7,0.71,0.7,5.3,6,7.4,1.6,0.7,3.9,2,25.3,2493,25.9,0.577,0.265,0.413,2.4,16.6,38.6,2.3,1.6,15.3,32.3,7.4,2.9,10.4,0.199,6.2,1.2,5.9
"608","LeBron James",2016,"SF",31,"CLE",76,35.6,9.7,18.6,0.52,1.1,3.7,0.309,8.6,14.9,0.573,0.551,4.7,6.5,0.731,1.5,6,7.5,6.8,1.4,0.6,3.3,1.9,25.3,2709,27.5,0.588,0.199,0.347,4.7,18.8,36,2,1.5,13.2,31.4,9.6,4,13.6,0.242,6.9,2.3,7.6
"609","LeBron James",2017,"SF",32,"CLE",74,37.8,9.9,18.2,0.548,1.7,4.6,0.363,8.3,13.5,0.611,0.594,4.8,7.2,0.674,1.3,7.3,8.6,8.7,1.2,0.6,4.1,1.8,26.4,2794,27,0.619,0.254,0.395,4,20.7,41.3,1.6,1.3,16.1,30,9.8,3,12.9,0.221,6.8,1.6,7.3
"610","LeBron James",2018,"PF",33,"CLE",82,36.9,10.5,19.3,0.542,1.8,5,0.367,8.6,14.3,0.603,0.59,4.7,6.5,0.731,1.2,7.5,8.7,9.1,1.4,0.9,4.2,1.7,27.5,3026,28.6,0.621,0.257,0.336,3.7,22.3,44.4,1.9,2,16.1,31.6,11,3,14,0.221,7.6,2,8.9
"611","Lonnie Shelton",1982,"PF",26,"SEA",81,32.9,6.3,12.9,0.486,0,0.1,0,6.3,12.8,0.489,0.486,2.3,3,0.783,2,4.3,6.3,3.1,1.2,0.5,2.5,3.9,14.9,2667,14.2,0.523,0.008,0.229,6.8,13.7,13.6,1.8,0.9,14.7,21,1.6,4.3,5.8,0.105,-0.3,1.5,2.2
"612","Luol Deng",2012,"SF",26,"CHI",54,39.4,5.8,14,0.412,1.5,4,0.367,4.3,10,0.43,0.464,2.4,3.1,0.77,1.4,5.1,6.5,2.9,1,0.7,1.8,1.5,15.3,2129,14.1,0.5,0.285,0.219,4.1,14,11.7,1.4,1.2,10.4,19.8,2.3,3.6,5.8,0.132,0.5,1.6,2.2
"613","Luol Deng",2013,"SF",27,"CHI",75,38.7,6.2,14.6,0.426,1,3.1,0.322,5.2,11.5,0.455,0.461,3.1,3.8,0.816,2.2,4.2,6.4,3,1.1,0.4,1.9,1.4,16.5,2903,15.1,0.508,0.213,0.258,6.3,12.6,13.2,1.5,0.8,10.6,21.5,3,3.3,6.3,0.105,0.6,0.4,2.2
"614","Magic Johnson",1980,"SG",20,"LAL",77,36.3,6.5,12.3,0.53,0.1,0.4,0.226,6.4,11.9,0.54,0.534,4.9,6,0.81,2.2,5.6,7.8,7.3,2.4,0.5,4,2.8,18,2795,20.6,0.602,0.033,0.487,7.1,15.4,25.2,3.1,0.8,20.9,20.9,6.2,4.3,10.5,0.18,3.3,2.2,5.3
"615","Magic Johnson",1982,"SG",22,"LAL",78,38.3,7.1,13.3,0.537,0.1,0.4,0.207,7.1,12.9,0.546,0.54,4.2,5.6,0.76,3.2,6.4,9.6,9.5,2.7,0.4,3.7,2.9,18.6,2991,22.9,0.59,0.028,0.418,9.5,17.5,31,3.2,0.6,18.9,20.1,8.1,4.8,12.9,0.207,5.1,3.2,7.8
"616","Magic Johnson",1983,"SG",23,"LAL",79,36.8,6.5,11.8,0.548,0,0.3,0,6.5,11.5,0.56,0.548,3.8,4.8,0.8,2.7,5.9,8.6,10.5,2.2,0.6,3.8,2.5,16.8,2907,23,0.603,0.023,0.407,8.5,17.1,34.4,2.8,0.9,21.5,19,8.8,3.8,12.5,0.207,5.1,2.3,6.9
"617","Magic Johnson",1984,"PG",24,"LAL",67,38.3,6.6,11.6,0.565,0.1,0.4,0.207,6.5,11.2,0.579,0.569,4.3,5.3,0.81,1.5,5.9,7.4,13.1,2.2,0.7,4.6,2.5,17.6,2567,22.6,0.628,0.037,0.459,4.7,16.1,42.5,2.7,1,24.6,19.5,6.7,3.6,10.2,0.191,4.1,1.9,5.2
"618","Magic Johnson",1985,"PG",25,"LAL",77,36.1,6.5,11.7,0.561,0.1,0.5,0.189,6.5,11.2,0.577,0.565,5.1,6,0.843,1.2,5,6.2,12.6,1.5,0.3,4,2,18.3,2781,23.2,0.637,0.041,0.516,4.1,14.4,42.5,1.9,0.5,21.7,20.5,9.5,3.2,12.7,0.22,4.9,0.5,5.2
"619","Magic Johnson",1986,"PG",26,"LAL",72,35.8,6.7,12.8,0.526,0.1,0.6,0.233,6.6,12.2,0.541,0.532,5.3,6,0.871,1.2,4.7,5.9,12.6,1.6,0.2,3.8,1.8,18.8,2578,24,0.61,0.047,0.473,3.9,14.3,45.1,2,0.3,19.8,21.6,9,3.1,12.1,0.226,5.3,0.7,5.2
"620","Magic Johnson",1987,"PG",27,"LAL",80,36.3,8.5,16.4,0.522,0.1,0.5,0.205,8.4,15.9,0.532,0.525,6.7,7.9,0.848,1.5,4.8,6.3,12.2,1.7,0.5,3.8,2.1,23.9,2904,27,0.602,0.03,0.482,5,13.7,47.2,2.2,0.7,15.9,26.3,12.1,3.8,15.9,0.263,7.2,0.9,7.4
"621","Magic Johnson",1988,"PG",28,"LAL",72,36.6,6.8,13.8,0.492,0.2,0.8,0.196,6.7,13.1,0.51,0.497,5.8,6.8,0.853,1.2,5,6.2,11.9,1.6,0.2,3.7,2,19.6,2637,23.1,0.581,0.056,0.491,4,14.8,45.4,2.1,0.3,18.2,23.4,7.8,3.1,10.9,0.199,4.7,0.6,4.9
"622","Magic Johnson",1990,"PG",30,"LAL",79,37.2,6.9,14.4,0.48,1.3,3.5,0.384,5.6,10.9,0.51,0.526,7.2,8.1,0.89,1.6,5,6.6,11.5,1.7,0.4,3.7,2.1,22.3,2937,26.6,0.622,0.243,0.56,5.2,14.8,45.5,2.2,0.7,16.9,24.8,12.8,3.8,16.5,0.27,8.6,1,8.5
"623","Magic Johnson",1991,"PG",31,"LAL",79,37.1,5.9,12.4,0.477,1,3.2,0.32,4.9,9.2,0.532,0.518,6.6,7.3,0.906,1.3,5.6,6.9,12.5,1.3,0.2,4,1.9,19.4,2933,25.1,0.623,0.256,0.587,4.3,16.9,49.3,1.8,0.3,20.4,22.9,11.2,4.2,15.4,0.251,7.1,1.2,7.6
"624","Manu Ginobili",2005,"SG",27,"SAS",74,29.6,5,10.5,0.471,1.3,3.5,0.376,3.6,7.1,0.517,0.533,4.8,6,0.803,1,3.4,4.4,3.9,1.6,0.4,2.3,2.6,16,2193,22.3,0.609,0.331,0.567,4,13.6,23,2.9,0.9,15,24.3,6.4,4.6,11,0.24,4.8,2.2,5
"625","Manu Ginobili",2011,"SG",33,"SAS",80,30.3,5.5,12.7,0.433,1.9,5.5,0.349,3.6,7.2,0.497,0.509,4.5,5.1,0.871,0.5,3.2,3.7,4.9,1.5,0.4,2.2,2,17.4,2426,21.7,0.581,0.433,0.403,2.1,11.8,26.4,2.6,0.8,12.7,26,6.6,3.2,9.9,0.195,4.9,0.4,4.5
"626","Marc Gasol",2012,"C",27,"MEM",65,36.5,5.5,11.4,0.482,0,0.2,0.083,5.5,11.2,0.489,0.483,3.6,4.9,0.748,1.8,7.1,8.9,3.1,1,1.9,1.9,3.1,14.6,2370,18.4,0.541,0.016,0.428,5.8,23.1,14.1,1.4,4.1,12.1,19.1,4.2,4,8.2,0.166,0.3,3.6,3.5
"627","Marc Gasol",2015,"C",30,"MEM",81,33.2,6.5,13.2,0.494,0,0.2,0.176,6.5,13,0.5,0.496,4.3,5.4,0.795,1.4,6.4,7.8,3.8,0.9,1.6,2.2,2.6,17.4,2687,21.7,0.558,0.016,0.41,4.9,21.8,19.7,1.4,4,12.2,24.6,5.5,4.7,10.2,0.182,1.3,3.5,4.6
"628","Marc Gasol",2017,"C",32,"MEM",74,34.2,7.2,15.7,0.459,1.4,3.6,0.388,5.8,12.1,0.48,0.503,3.8,4.5,0.837,0.8,5.5,6.3,4.6,0.9,1.3,2.2,2.3,19.5,2531,20.3,0.554,0.231,0.286,2.6,18.8,24.8,1.4,3.7,11.3,26.4,4.2,3.5,7.7,0.145,2.1,2.2,4
"629","Mark Aguirre",1984,"SF",24,"DAL",79,36.7,11.7,22.3,0.524,0.2,0.7,0.268,11.5,21.6,0.532,0.528,5.9,7.9,0.749,2,3.9,5.9,4.5,1,0.3,3.6,3.1,29.5,2900,23.5,0.572,0.032,0.352,6.4,12.3,21,1.3,0.4,12.3,33.4,7,2,9,0.149,5,-1.7,3.9
"630","Mark Aguirre",1987,"SF",27,"DAL",80,33.3,9.8,19.9,0.495,0.7,1.9,0.353,9.2,18,0.51,0.512,5.4,7,0.77,2.3,3.1,5.4,3.2,1.1,0.4,2.7,3,25.7,2663,22.1,0.56,0.094,0.35,7.5,9.8,15.7,1.5,0.6,10.6,31.3,6.8,2.1,8.9,0.16,4.4,-1.6,3.2
"631","Mark Aguirre",1988,"SF",28,"DAL",77,33.9,9.7,20.4,0.475,0.7,2.2,0.302,9,18.2,0.496,0.491,5,6.5,0.77,2.4,3.3,5.7,3.6,0.9,0.7,2.6,2.9,25.1,2610,21.9,0.539,0.109,0.321,7.7,10.3,18.4,1.3,1.3,10.2,31.6,6.5,2.3,8.8,0.163,4.3,-1.2,3.4
"632","Mark Eaton",1989,"C",32,"UTA",82,35.5,2.3,5,0.462,0,0,0,2.3,5,0.462,0.462,1.6,2.4,0.66,2.8,7.5,10.3,1,0.5,3.8,1.7,3.5,6.2,2914,10.6,0.513,0,0.491,9.4,21.8,3.8,0.7,6.5,22.3,9.2,0,6.5,6.6,0.108,-3.1,6.1,3.7
"633","Mark Jackson",1989,"PG",23,"NYK",72,34.4,6.7,14.2,0.467,1.1,3.3,0.338,5.5,10.9,0.507,0.507,2.5,3.6,0.698,1.5,3.3,4.8,8.6,1.9,0.1,3.1,2.3,16.9,2477,18.3,0.535,0.234,0.252,4.6,10.8,33.7,2.6,0.2,16.6,21.3,4.8,2.5,7.2,0.14,3.2,0.1,3.3
"634","Mark Price",1989,"PG",24,"CLE",75,36.4,7.1,13.4,0.526,1.2,2.8,0.441,5.8,10.6,0.548,0.572,3.5,3.9,0.901,0.6,2.4,3,8.4,1.5,0.1,2.8,1.3,18.9,2728,20.6,0.623,0.21,0.29,2.1,7,33.8,2.1,0.1,15.7,21,8,3.3,11.3,0.199,4.6,-1.1,3.8
"635","Mark Price",1992,"PG",27,"CLE",72,29.7,6.1,12.5,0.488,1.4,3.6,0.387,4.7,8.8,0.53,0.545,3.8,4,0.947,0.5,1.9,2.4,7.4,1.3,0.2,2.2,1.6,17.3,2138,22.7,0.61,0.291,0.318,2.1,6.8,37.9,2.2,0.3,13.5,24.1,7.5,1.6,9.1,0.205,6.3,-2.6,3.1
"636","Mark Price",1993,"PG",28,"CLE",75,31.7,6.4,13.1,0.484,1.6,3.9,0.416,4.7,9.2,0.512,0.546,3.9,4.1,0.948,0.5,2.2,2.7,8,1.2,0.1,2.6,1.4,18.2,2380,22.1,0.609,0.297,0.309,1.9,7.6,38.1,1.9,0.3,14.9,24.5,7.4,2.3,9.8,0.197,5.5,-2.3,3.1
"637","Mark Price",1994,"PG",29,"CLE",76,31.4,6.3,13.2,0.478,1.6,3.9,0.397,4.8,9.3,0.511,0.536,3.1,3.5,0.888,0.5,2.5,3,7.8,1.4,0.1,2.5,1.2,17.3,2386,22.7,0.586,0.296,0.267,1.9,9.2,42,2.3,0.3,14.4,24.6,7.6,2.4,10,0.201,6.2,-1.7,3.9
"638","Marques Johnson",1980,"SF",23,"MIL",77,34.9,8.9,16.5,0.544,0,0.1,0.222,8.9,16.3,0.546,0.545,3.8,4.8,0.791,2.8,4.5,7.3,3.5,1.3,0.9,2.4,2.2,21.7,2686,22,0.585,0.007,0.29,9,13.7,15.1,1.7,1.4,11.5,23.9,8,3.5,11.5,0.206,4.4,0.7,4.8
