"Name","Pos","Team","Week","Date","Opp","Home","Result","Score","Played","Started","RushAtt","RushYds","RushLong","RushTDs","Receptions","RecYds","RecLong","RecTDs","FumLost"
"Samaje Perine","RB","WAS",10,"11/12","MIN",1,"L","30-38",1,0,9,35,"9",0,1,25,"25",0,0
"Samaje Perine","RB","WAS",11,"11/19","NO",0,"L","31-34",1,1,23,117,"30",1,1,9,"9",0,0
"Samaje Perine","RB","WAS",12,"11/23","NYG",1,"W","20-10",1,1,24,100,"16",0,3,30,"11",0,0
"Samaje Perine","RB","WAS",13,"11/30","DAL",0,"L","14-38",1,1,12,38,"15",0,3,31,"17",0,0
"Samaje Perine","RB","WAS",14,"12/10","LAC",0,"L","13-30",1,1,17,45,"10",0,4,7,"6",0,0
"Samaje Perine","RB","WAS",15,"12/17","ARI",1,"W","20-15",1,1,14,37,"6",0,2,29,"23",0,0
"Samaje Perine","RB","WAS",16,"12/24","DEN",1,"W","27-11",1,1,17,53,"11",0,3,21,"9",0,1
"Samaje Perine","RB","WAS",17,"12/31","NYG",0,"L","10-18",1,1,2,3,"4",0,0,0,"0",0,0
"Javorius Allen","RB","BAL",1,"09/10","CIN",0,"W","20-0",1,0,21,71,"17",0,0,0,"0",0,0
"Javorius Allen","RB","BAL",2,"09/17","CLE",1,"W","24-10",1,0,14,66,"37",0,5,35,"11",1,0
"Javorius Allen","RB","BAL",3,"09/24","JAX",0,"L","7-44",1,0,8,15,"4",0,5,13,"6",0,0
"Javorius Allen","RB","BAL",4,"10/01","PIT",1,"L","9-26",1,0,2,7,"4",0,6,37,"11",0,0
"Javorius Allen","RB","BAL",5,"10/08","OAK",0,"W","30-17",1,0,21,73,"9",1,4,12,"8",0,0
"Javorius Allen","RB","BAL",6,"10/15","CHI",1,"L","24-27",1,0,10,49,"12",0,3,17,"14",0,0
"Javorius Allen","RB","BAL",7,"10/22","MIN",0,"L","16-24",1,0,6,20,"7",0,8,29,"12",0,0
"Javorius Allen","RB","BAL",8,"10/26","MIA",1,"W","40-0",1,0,17,55,"9",0,1,2,"2",0,0
"Javorius Allen","RB","BAL",9,"11/05","TEN",0,"L","20-23",1,0,7,21,"7",0,7,44,"10",1,0
"Javorius Allen","RB","BAL",11,"11/19","GB",0,"W","23-0",1,0,3,8,"5",0,1,9,"9",0,0
"Javorius Allen","RB","BAL",12,"11/27","HOU",1,"W","23-16",1,0,5,15,"10T",1,1,2,"2",0,0
"Javorius Allen","RB","BAL",13,"12/03","DET",1,"W","44-20",1,0,7,22,"10",0,1,4,"4",0,0
"Javorius Allen","RB","BAL",14,"12/10","PIT",0,"L","38-39",1,0,6,25,"9T",2,2,32,"20",0,0
"Javorius Allen","RB","BAL",15,"12/17","CLE",0,"W","27-10",1,0,13,70,"16",0,1,4,"4",0,0
"Javorius Allen","RB","BAL",16,"12/23","IND",1,"W","23-16",1,0,8,37,"10",0,1,10,"10",0,0
"Javorius Allen","RB","BAL",17,"12/31","CIN",1,"L","27-31",1,0,5,37,"19",0,0,0,"0",0,0
"Jerick McKinnon","RB","MIN",1,"09/11","NO",1,"W","29-19",1,0,3,5,"10",0,3,32,"25",0,0
"Jerick McKinnon","RB","MIN",2,"09/17","PIT",0,"L","9-26",1,0,3,16,"9",0,3,9,"7",0,0
"Jerick McKinnon","RB","MIN",3,"09/24","TB",1,"W","34-17",1,0,2,5,"4",0,2,-1,"3",0,0
"Jerick McKinnon","RB","MIN",4,"10/01","DET",1,"L","7-14",1,0,2,0,"4",0,0,0,"0",0,1
"Jerick McKinnon","RB","MIN",5,"10/09","CHI",0,"W","20-17",1,0,16,95,"58T",1,6,51,"11",0,0
"Jerick McKinnon","RB","MIN",6,"10/15","GB",1,"W","23-10",1,0,15,69,"20",1,5,30,"27T",1,1
"Jerick McKinnon","RB","MIN",7,"10/22","BAL",1,"W","24-16",1,0,14,47,"7",0,3,10,"9",0,0
"Jerick McKinnon","RB","MIN",8,"10/29","CLE",0,"W","33-16",1,0,14,50,"10",1,6,72,"20",0,0
"Jerick McKinnon","RB","MIN",10,"11/12","WAS",0,"W","38-30",1,0,10,32,"10",0,2,15,"9",0,0
"Jerick McKinnon","RB","MIN",11,"11/19","LA",1,"W","24-7",1,0,14,48,"9",0,5,12,"10",0,0
"Jerick McKinnon","RB","MIN",12,"11/23","DET",0,"W","30-23",1,0,13,23,"16",0,1,31,"31",0,0
"Jerick McKinnon","RB","MIN",13,"12/03","ATL",0,"W","14-9",1,0,9,24,"7",0,5,28,"12",1,0
"Jerick McKinnon","RB","MIN",14,"12/10","CAR",0,"L","24-31",1,0,7,46,"17",0,2,9,"6",0,0
"Jerick McKinnon","RB","MIN",15,"12/17","CIN",1,"W","34-7",1,0,9,24,"9",0,7,114,"41",0,0
"Jerick McKinnon","RB","MIN",16,"12/23","GB",0,"W","16-0",1,0,7,42,"17",0,1,9,"9",0,0
"Jerick McKinnon","RB","MIN",17,"12/31","CHI",1,"W","23-10",1,1,12,44,"14",0,0,0,"0",0,0
"Jamaal Williams","RB","GB",1,"09/10","SEA",1,"W","17-9",1,0,2,9,"6",0,0,0,"0",0,0
"Jamaal Williams","RB","GB",2,"09/17","ATL",0,"L","23-34",1,0,2,6,"4",0,1,5,"5",0,0
"Jamaal Williams","RB","GB",3,"09/24","CIN",1,"W","27-24",1,0,1,6,"6",0,0,0,"0",0,0
"Jamaal Williams","RB","GB",4,"09/28","CHI",1,"W","35-14",1,0,4,11,"4",0,1,2,"2",0,0
"Jamaal Williams","RB","GB",5,"10/08","DAL",0,"W","35-31",1,0,1,1,"1",0,0,0,"0",0,0
"Jamaal Williams","RB","GB",6,"10/15","MIN",0,"L","10-23",1,0,0,0,"0",0,0,0,"0",0,0
"Jamaal Williams","RB","GB",7,"10/22","NO",1,"L","17-26",1,0,0,0,"0",0,0,0,"0",0,0
"Jamaal Williams","RB","GB",9,"11/06","DET",1,"L","17-30",1,0,1,1,"1T",1,2,31,"18",0,0
"Jamaal Williams","RB","GB",10,"11/12","CHI",0,"W","23-16",1,0,20,67,"7",0,1,7,"7",0,0
"Jamaal Williams","RB","GB",11,"11/19","BAL",1,"L","0-23",1,1,18,57,"8",0,4,38,"16",0,0
"Jamaal Williams","RB","GB",12,"11/26","PIT",0,"L","28-31",1,1,21,66,"12",1,4,69,"54T",1,0
"Jamaal Williams","RB","GB",13,"12/03","TB",1,"W","26-20",1,1,21,113,"25",1,2,10,"12",0,0
"Jamaal Williams","RB","GB",14,"12/10","CLE",0,"W","27-21",1,1,15,49,"12",1,7,69,"30T",1,0
"Jamaal Williams","RB","GB",15,"12/17","CAR",0,"L","24-31",1,1,10,30,"9",0,0,0,"0",0,0
"Jamaal Williams","RB","GB",16,"12/23","MIN",1,"L","0-16",1,1,15,58,"9",0,0,0,"0",0,0
"Jamaal Williams","RB","GB",17,"12/31","DET",0,"L","11-35",1,1,22,82,"14",0,3,31,"27",0,0
"Ameer Abdullah","RB","DET",1,"09/10","ARI",1,"W","35-23",1,1,15,30,"7",0,3,11,"6",0,0
"Ameer Abdullah","RB","DET",2,"09/18","NYG",0,"W","24-10",1,1,17,86,"34",0,0,0,"0",0,0
"Ameer Abdullah","RB","DET",3,"09/24","ATL",1,"L","26-30",1,1,14,47,"11",0,3,39,"22",0,0
"Ameer Abdullah","RB","DET",4,"10/01","MIN",0,"W","14-7",1,1,20,94,"29",1,3,15,"8",0,0
"Ameer Abdullah","RB","DET",5,"10/08","CAR",1,"L","24-27",1,1,10,31,"16",0,1,3,"3",0,0
"Ameer Abdullah","RB","DET",6,"10/15","NO",0,"L","38-52",1,1,14,54,"34",0,0,0,"0",0,0
"Ameer Abdullah","RB","DET",8,"10/29","PIT",1,"L","15-20",1,1,11,27,"8",0,3,11,"8",0,0
"Ameer Abdullah","RB","DET",9,"11/06","GB",0,"W","30-17",1,1,21,48,"11",1,1,9,"9",0,1
"Ameer Abdullah","RB","DET",10,"11/12","CLE",1,"W","38-24",1,1,11,52,"20",1,1,3,"3",0,0
"Ameer Abdullah","RB","DET",11,"11/19","CHI",0,"W","27-24",1,1,11,22,"11",0,2,13,"11",1,0
"Ameer Abdullah","RB","DET",12,"11/23","MIN",1,"L","23-30",1,1,6,14,"5",0,3,29,"18",0,0
"Ameer Abdullah","RB","DET",15,"12/16","CHI",1,"W","20-10",1,0,1,8,"8",0,3,13,"11",0,0
"Ameer Abdullah","RB","DET",16,"12/24","CIN",0,"L","17-26",1,0,6,21,"6",0,1,5,"5",0,0
"Ameer Abdullah","RB","DET",17,"12/31","GB",1,"W","35-11",1,0,8,18,"7T",1,1,11,"11",0,0
"Alfred Morris","RB","DAL",1,"09/10","NYG",1,"W","19-3",1,0,4,1,"4",0,0,0,"0",0,0
"Alfred Morris","RB","DAL",2,"09/17","DEN",0,"L","17-42",1,0,0,0,"0",0,0,0,"0",0,0
"Alfred Morris","RB","DAL",4,"10/01","LA",1,"L","30-35",1,0,2,76,"70",0,0,0,"0",0,0
"Alfred Morris","RB","DAL",5,"10/08","GB",1,"L","31-35",1,0,2,10,"5",0,0,0,"0",0,0
"Alfred Morris","RB","DAL",7,"10/22","SF",0,"W","40-10",1,0,2,15,"14",0,1,9,"9",0,0
"Alfred Morris","RB","DAL",8,"10/29","WAS",0,"W","33-19",1,0,3,3,"4",0,0,0,"0",0,0
"Alfred Morris","RB","DAL",9,"11/05","KC",1,"W","28-17",1,0,1,11,"11",0,0,0,"0",0,0
"Alfred Morris","RB","DAL",10,"11/12","ATL",0,"L","7-27",1,1,11,53,"20",0,0,0,"0",0,0
"Alfred Morris","RB","DAL",11,"11/19","PHI",1,"L","9-37",1,0,17,91,"22",0,0,0,"0",0,0
"Alfred Morris","RB","DAL",12,"11/23","LAC",1,"L","6-28",1,1,9,36,"6",0,1,13,"13",0,0
"Alfred Morris","RB","DAL",13,"11/30","WAS",1,"W","38-14",1,1,27,127,"15",1,0,0,"0",0,0
"Alfred Morris","RB","DAL",14,"12/10","NYG",0,"W","30-10",1,1,19,62,"9",0,3,23,"11",0,0
"Alfred Morris","RB","DAL",15,"12/17","OAK",0,"W","20-17",1,1,16,61,"16",0,2,0,"1",0,0
"Alfred Morris","RB","DAL",17,"12/31","PHI",0,"W","6-0",1,0,2,1,"4",0,0,0,"0",0,0
"Wayne Gallman","RB","NYG",4,"10/01","TB",0,"L","23-25",1,0,11,42,"13",0,2,8,"4T",1,0
"Wayne Gallman","RB","NYG",5,"10/08","LAC",1,"L","22-27",1,0,11,57,"15",0,5,25,"8",0,0
"Wayne Gallman","RB","NYG",6,"10/15","DEN",0,"W","23-10",1,0,9,27,"8",0,2,5,"7",0,0
"Wayne Gallman","RB","NYG",7,"10/22","SEA",1,"L","7-24",1,0,5,15,"9",0,2,14,"10",0,0
"Wayne Gallman","RB","NYG",9,"11/05","LA",1,"L","17-51",1,0,9,41,"14",0,0,0,"0",0,1
"Wayne Gallman","RB","NYG",10,"11/12","SF",0,"L","21-31",1,0,3,22,"13",0,0,0,"0",0,0
"Wayne Gallman","RB","NYG",11,"11/19","KC",1,"W","12-9",1,0,6,19,"9",0,1,3,"3",0,0
"Wayne Gallman","RB","NYG",12,"11/23","WAS",0,"L","10-20",1,0,9,37,"9",0,2,6,"5",0,0
"Wayne Gallman","RB","NYG",13,"12/03","OAK",0,"L","17-24",1,0,3,11,"7",0,1,8,"8",0,0
"Wayne Gallman","RB","NYG",14,"12/10","DAL",1,"L","10-30",1,0,12,59,"13",0,7,40,"8",0,0
"Wayne Gallman","RB","NYG",15,"12/17","PHI",1,"L","29-34",1,0,8,39,"11",0,6,40,"11",0,0
"Wayne Gallman","RB","NYG",16,"12/24","ARI",0,"L","0-23",1,1,10,18,"7",0,6,44,"11",0,0
"Wayne Gallman","RB","NYG",17,"12/31","WAS",1,"W","18-10",1,0,15,89,"24",0,0,0,"0",0,0
"Matt Breida","RB","SF",1,"09/10","CAR",1,"L","3-23",1,0,4,11,"5",0,0,0,"0",0,0
"Matt Breida","RB","SF",2,"09/17","SEA",0,"L","9-12",1,0,4,35,"13",0,1,3,"3",0,0
"Matt Breida","RB","SF",3,"09/21","LA",1,"L","39-41",1,0,3,9,"10",0,3,20,"12",0,0
"Matt Breida","RB","SF",4,"10/01","ARI",0,"L","15-18",1,0,9,16,"8",0,1,4,"4",0,0
"Matt Breida","RB","SF",5,"10/08","IND",0,"L","23-26",1,0,10,49,"14",0,3,22,"10",0,0
"Matt Breida","RB","SF",6,"10/15","WAS",0,"L","24-26",1,0,4,21,"10",0,2,15,"11",0,0
"Matt Breida","RB","SF",7,"10/22","DAL",1,"L","10-40",1,0,3,5,"5",0,0,0,"0",0,0
"Matt Breida","RB","SF",8,"10/29","PHI",0,"L","10-33",1,0,5,17,"9",0,4,39,"21T",1,0
"Matt Breida","RB","SF",9,"11/05","ARI",1,"L","10-20",1,0,1,1,"1",0,2,18,"11",0,0
"Matt Breida","RB","SF",10,"11/12","NYG",1,"W","31-21",1,0,9,55,"33T",1,1,3,"3",0,0
"Matt Breida","RB","SF",12,"11/26","SEA",1,"L","13-24",1,0,1,12,"12",0,1,12,"12",0,0
"Matt Breida","RB","SF",13,"12/03","CHI",0,"W","15-14",1,0,12,45,"8",0,1,4,"4",0,0
"Matt Breida","RB","SF",14,"12/10","HOU",0,"W","26-16",1,0,12,27,"6",0,0,0,"0",0,0
"Matt Breida","RB","SF",15,"12/17","TEN",1,"W","25-23",1,0,5,16,"6",0,0,0,"0",0,0
"Matt Breida","RB","SF",16,"12/24","JAX",1,"W","44-33",1,0,11,74,"30T",1,1,8,"8",0,0
"Matt Breida","RB","SF",17,"12/31","LA",0,"W","34-13",1,0,12,72,"15",0,1,32,"32",0,0
"Giovani Bernard","RB","CIN",1,"09/10","BAL",1,"L","0-20",1,0,7,40,"23",0,1,39,"39",0,0
"Giovani Bernard","RB","CIN",2,"09/14","HOU",1,"L","9-13",1,0,5,10,"6",0,2,16,"8",0,0
"Giovani Bernard","RB","CIN",3,"09/24","GB",0,"L","24-27",1,0,3,27,"25",0,2,12,"6T",1,0
"Giovani Bernard","RB","CIN",4,"10/01","CLE",0,"W","31-7",1,0,3,12,"6",0,3,67,"61T",1,0
"Giovani Bernard","RB","CIN",5,"10/08","BUF",1,"W","20-16",1,0,2,2,"1",0,2,30,"18",0,0
"Giovani Bernard","RB","CIN",7,"10/22","PIT",0,"L","14-29",1,0,3,8,"8",0,1,-1,"-1",0,0
"Giovani Bernard","RB","CIN",8,"10/29","IND",1,"W","24-23",1,0,2,5,"3",0,0,0,"0",0,0
"Giovani Bernard","RB","CIN",9,"11/05","JAX",0,"L","7-23",1,0,1,-1,"-1",0,1,-5,"-5",0,0
"Giovani Bernard","RB","CIN",10,"11/12","TEN",0,"L","20-24",1,0,2,10,"8",0,5,38,"15",0,0
"Giovani Bernard","RB","CIN",11,"11/19","DEN",0,"W","20-17",1,0,3,-4,"4",0,1,8,"8",0,0
"Giovani Bernard","RB","CIN",12,"11/26","CLE",1,"W","30-16",1,0,3,12,"11",0,1,15,"15",0,0
"Giovani Bernard","RB","CIN",13,"12/04","PIT",1,"L","20-23",1,0,13,77,"13",0,2,19,"16",0,0
"Giovani Bernard","RB","CIN",14,"12/10","CHI",1,"L","7-33",1,1,11,62,"21",0,6,68,"27",0,0
"Giovani Bernard","RB","CIN",15,"12/17","MIN",0,"L","7-34",1,1,14,30,"4",1,3,13,"12",0,0
"Giovani Bernard","RB","CIN",16,"12/24","DET",1,"W","26-17",1,0,23,116,"25",1,7,52,"15",0,0
"Giovani Bernard","RB","CIN",17,"12/31","BAL",0,"W","31-27",1,0,10,52,"21",0,6,18,"11",0,0
"Aaron Jones","RB","GB",2,"09/17","ATL",0,"L","23-34",1,0,0,0,"0",0,0,0,"0",0,0
"Aaron Jones","RB","GB",3,"09/24","CIN",1,"W","27-24",1,0,0,0,"0",0,0,0,"0",0,0
"Aaron Jones","RB","GB",4,"09/28","CHI",1,"W","35-14",1,0,13,49,"11",1,0,0,"0",0,0
"Aaron Jones","RB","GB",5,"10/08","DAL",0,"W","35-31",1,1,19,125,"22",1,1,9,"9",0,0
"Aaron Jones","RB","GB",6,"10/15","MIN",0,"L","10-23",1,0,13,41,"9",0,1,1,"1",0,0
"Aaron Jones","RB","GB",7,"10/22","NO",1,"L","17-26",1,1,17,131,"46T",1,3,7,"4",0,0
"Aaron Jones","RB","GB",9,"11/06","DET",1,"L","17-30",1,1,5,12,"4",0,2,-1,"2",0,0
"Aaron Jones","RB","GB",10,"11/12","CHI",0,"W","23-16",1,1,3,12,"6",0,1,0,"0",0,0
"Aaron Jones","RB","GB",13,"12/03","TB",1,"W","26-20",1,0,1,20,"20T",1,0,0,"0",0,0
"Aaron Jones","RB","GB",14,"12/10","CLE",0,"W","27-21",1,0,4,-2,"1",0,0,0,"0",0,0
"Aaron Jones","RB","GB",15,"12/17","CAR",0,"L","24-31",1,0,3,47,"23",0,1,6,"6",0,0
"Aaron Jones","RB","GB",16,"12/23","MIN",1,"L","0-16",1,0,3,13,"6",0,0,0,"0",0,0
"Adrian Peterson","RB","ARI",1,"09/11","MIN",0,"L","19-29",1,1,6,18,"9",0,0,0,"0",0,0
"Adrian Peterson","RB","ARI",2,"09/17","NE",1,"L","20-36",1,0,8,26,"6",0,0,0,"0",0,0
"Adrian Peterson","RB","ARI",3,"09/24","CAR",0,"W","34-13",1,0,9,33,"11",0,2,4,"3",0,0
"Adrian Peterson","RB","ARI",4,"10/01","MIA",0,"W","20-0",1,0,4,4,"4",0,0,0,"0",0,0
"Adrian Peterson","RB","ARI",6,"10/15","TB",1,"W","38-33",1,1,26,134,"27T",2,0,0,"0",0,0
"Adrian Peterson","RB","ARI",7,"10/22","LA",0,"L","0-33",1,1,11,21,"6",0,1,12,"12",0,0
"Adrian Peterson","RB","ARI",9,"11/05","SF",0,"W","20-10",1,1,37,159,"25",0,2,8,"6",0,1
"Adrian Peterson","RB","ARI",10,"11/09","SEA",1,"L","16-22",1,1,21,29,"9",0,1,13,"13",0,1
"Adrian Peterson","RB","ARI",11,"11/19","HOU",0,"L","21-31",1,1,14,26,"7",0,1,13,"13",0,0
"Adrian Peterson","RB","ARI",12,"11/26","JAX",1,"W","27-24",1,1,20,79,"10",0,4,20,"9",0,0
"Christian McCaffrey","RB","CAR",1,"09/10","SF",0,"W","23-3",1,1,13,47,"11",0,5,38,"16",0,1
"Christian McCaffrey","RB","CAR",2,"09/17","BUF",1,"W","9-3",1,0,8,10,"6",0,4,34,"14",0,0
"Christian McCaffrey","RB","CAR",3,"09/24","NO",1,"L","13-34",1,1,4,16,"7",0,9,101,"37",0,0
"Christian McCaffrey","RB","CAR",4,"10/01","NE",0,"W","33-30",1,0,6,16,"5",0,4,33,"12",0,0
"Christian McCaffrey","RB","CAR",5,"10/08","DET",0,"W","27-24",1,1,3,7,"5",0,5,31,"10",1,0
"Christian McCaffrey","RB","CAR",6,"10/12","PHI",1,"L","23-28",1,0,4,8,"4",0,10,56,"15",1,0
"Christian McCaffrey","RB","CAR",7,"10/22","CHI",0,"L","3-17",1,1,7,10,"4",0,7,36,"20",0,0
"Christian McCaffrey","RB","CAR",8,"10/29","TB",0,"W","17-3",1,0,4,3,"4",0,5,49,"16",0,0
"Christian McCaffrey","RB","CAR",9,"11/05","ATL",1,"W","20-17",1,1,15,66,"17",1,5,28,"9",0,0
"Christian McCaffrey","RB","CAR",10,"11/13","MIA",1,"W","45-21",1,1,5,23,"16",1,3,27,"19",1,0
"Christian McCaffrey","RB","CAR",12,"11/26","NYJ",0,"W","35-27",1,0,7,62,"40",0,2,35,"26",0,0
"Christian McCaffrey","RB","CAR",13,"12/03","NO",0,"L","21-31",1,0,6,16,"5",0,5,33,"21T",1,0
"Christian McCaffrey","RB","CAR",14,"12/10","MIN",1,"W","31-24",1,1,8,35,"8",0,3,18,"15",0,0
"Christian McCaffrey","RB","CAR",15,"12/17","GB",1,"W","31-24",1,1,12,63,"15",0,6,73,"21",1,0
"Christian McCaffrey","RB","CAR",16,"12/24","TB",1,"W","22-19",1,1,9,39,"10",0,2,19,"12",0,0
"Christian McCaffrey","RB","CAR",17,"12/31","ATL",0,"L","10-22",1,1,6,14,"8",0,5,40,"20",0,0
"Kerwynn Williams","RB","ARI",1,"09/10","DET",0,"L","23-35",1,0,5,10,"4",1,1,2,"2",0,0
"Kerwynn Williams","RB","ARI",2,"09/17","IND",0,"W","16-13",1,1,9,22,"5",0,0,0,"0",0,0
"Kerwynn Williams","RB","ARI",3,"09/25","DAL",1,"L","17-28",1,0,1,3,"3",0,0,0,"0",0,0
"Kerwynn Williams","RB","ARI",4,"10/01","SF",1,"W","18-15",1,0,1,-1,"-1",0,1,10,"10",0,0
"Kerwynn Williams","RB","ARI",5,"10/08","PHI",0,"L","7-34",1,0,3,-2,"1",0,0,0,"0",0,0
"Kerwynn Williams","RB","ARI",6,"10/15","TB",1,"W","38-33",1,0,3,14,"11",0,0,0,"0",0,0
"Kerwynn Williams","RB","ARI",7,"10/22","LA",0,"L","0-33",1,0,0,0,"0",0,2,27,"25",0,0
"Kerwynn Williams","RB","ARI",9,"11/05","SF",0,"W","20-10",1,0,2,6,"3",0,0,0,"0",0,0
"Kerwynn Williams","RB","ARI",10,"11/09","SEA",1,"L","16-22",1,0,0,0,"0",0,0,0,"0",0,0
"Kerwynn Williams","RB","ARI",11,"11/19","HOU",0,"L","21-31",1,0,1,9,"9",0,1,9,"9",0,0
"Kerwynn Williams","RB","ARI",12,"11/26","JAX",1,"W","27-24",1,0,3,8,"4",0,1,10,"10",0,0
"Kerwynn Williams","RB","ARI",13,"12/03","LA",1,"L","16-32",1,1,16,97,"25",0,0,0,"0",0,0
"Kerwynn Williams","RB","ARI",14,"12/10","TEN",1,"W","12-7",1,1,20,73,"18",0,1,15,"15",0,0
"Kerwynn Williams","RB","ARI",15,"12/17","WAS",0,"L","15-20",1,1,17,61,"12",0,0,0,"0",0,0
"Kerwynn Williams","RB","ARI",16,"12/24","NYG",1,"W","23-0",1,1,16,51,"21",0,2,14,"11",0,0
"Kerwynn Williams","RB","ARI",17,"12/31","SEA",0,"W","26-24",1,1,23,75,"9",0,1,6,"6",0,0
"Peyton Barber","RB","TB",2,"09/17","CHI",1,"W","29-7",1,0,10,47,"14",0,0,0,"0",0,0
"Peyton Barber","RB","TB",3,"09/24","MIN",0,"L","17-34",1,0,0,0,"0",0,0,0,"0",0,0
"Peyton Barber","RB","TB",4,"10/01","NYG",1,"W","25-23",1,0,2,2,"2",0,0,0,"0",0,0
"Peyton Barber","RB","TB",5,"10/05","NE",1,"L","14-19",1,0,0,0,"0",0,0,0,"0",0,0
"Peyton Barber","RB","TB",6,"10/15","ARI",0,"L","33-38",1,0,0,0,"0",0,0,0,"0",0,0
"Peyton Barber","RB","TB",7,"10/22","BUF",0,"L","27-30",1,0,0,0,"0",0,0,0,"0",0,0
"Peyton Barber","RB","TB",8,"10/29","CAR",1,"L","3-17",1,0,0,0,"0",0,0,0,"0",0,0
"Peyton Barber","RB","TB",9,"11/05","NO",0,"L","10-30",1,0,11,34,"9",0,2,20,"11",0,0
"Peyton Barber","RB","TB",10,"11/12","NYJ",1,"W","15-10",1,0,2,-2,"-1",0,0,0,"0",0,0
"Peyton Barber","RB","TB",11,"11/19","MIA",0,"W","30-20",1,0,0,0,"0",0,2,11,"6",0,0
"Peyton Barber","RB","TB",12,"11/26","ATL",0,"L","20-34",1,0,5,7,"3",2,0,0,"0",0,0
"Peyton Barber","RB","TB",13,"12/03","GB",0,"L","20-26",1,1,23,102,"19",0,4,41,"34",0,0
"Peyton Barber","RB","TB",14,"12/10","DET",1,"L","21-24",1,0,12,58,"16",0,1,5,"5",0,0
"Peyton Barber","RB","TB",15,"12/18","ATL",1,"L","21-24",1,1,13,53,"9",0,3,15,"7",0,1
"Peyton Barber","RB","TB",16,"12/24","CAR",0,"L","19-22",1,1,13,51,"34",0,2,4,"3",0,0
"Peyton Barber","RB","TB",17,"12/31","NO",1,"W","31-24",1,1,17,71,"8",1,2,18,"9",0,0
"Jay Ajayi","RB","PHI",2,"09/17","LAC",0,"W","19-17",1,1,28,122,"20",0,2,4,"3",0,0
"Jay Ajayi","RB","PHI",3,"09/24","NYJ",0,"L","6-20",1,1,11,16,"8",0,2,9,"5",0,0
"Jay Ajayi","RB","PHI",4,"10/01","NO",1,"L","0-20",1,1,12,46,"15",0,1,8,"8",0,0
"Jay Ajayi","RB","PHI",5,"10/08","TEN",1,"W","16-10",1,1,25,77,"11",0,2,2,"2",0,1
"Jay Ajayi","RB","PHI",6,"10/15","ATL",0,"W","20-17",1,1,26,130,"18",0,0,0,"0",0,0
"Jay Ajayi","RB","PHI",7,"10/22","NYJ",1,"W","31-28",1,1,23,51,"11",0,3,26,"15",0,0
"Jay Ajayi","RB","PHI",8,"10/26","BAL",0,"L","0-40",1,1,13,23,"21",0,4,18,"6",0,0
"Jay Ajayi","RB","PHI",9,"11/05","DEN",1,"W","51-23",1,0,8,77,"46T",1,0,0,"0",0,0
"Jay Ajayi","RB","PHI",11,"11/19","DAL",0,"W","37-9",1,0,7,91,"71",0,1,10,"10",0,0
"Jay Ajayi","RB","PHI",12,"11/26","CHI",1,"W","31-3",1,0,5,26,"30",0,1,7,"7",0,0
"Jay Ajayi","RB","PHI",13,"12/03","SEA",0,"L","10-24",1,0,9,35,"11",0,3,11,"11",0,0
"Jay Ajayi","RB","PHI",14,"12/10","LA",0,"W","43-35",1,0,15,78,"19",0,1,2,"2",0,0
"Jay Ajayi","RB","PHI",15,"12/17","NYG",0,"W","34-29",1,0,12,49,"22",0,2,40,"32",0,0
"Jay Ajayi","RB","PHI",16,"12/25","OAK",1,"W","19-10",1,1,14,52,"14",0,2,21,"17T",1,1
"Doug Martin","RB","TB",5,"10/05","NE",1,"L","14-19",1,0,13,74,"17",1,1,8,"8",0,0
"Doug Martin","RB","TB",6,"10/15","ARI",0,"L","33-38",1,1,14,53,"27",1,1,11,"11",0,0
"Doug Martin","RB","TB",7,"10/22","BUF",0,"L","27-30",1,1,20,49,"11",0,2,31,"17",0,0
"Doug Martin","RB","TB",8,"10/29","CAR",1,"L","3-17",1,1,18,71,"17",0,1,4,"4",0,0
"Doug Martin","RB","TB",9,"11/05","NO",0,"L","10-30",1,1,8,7,"4",0,0,0,"0",0,0
"Doug Martin","RB","TB",10,"11/12","NYJ",1,"W","15-10",1,1,20,51,"8",0,0,0,"0",0,0
"Doug Martin","RB","TB",11,"11/19","MIA",0,"W","30-20",1,1,19,38,"13",0,2,6,"9",0,0
"Doug Martin","RB","TB",12,"11/26","ATL",0,"L","20-34",1,1,7,33,"10",0,0,0,"0",0,0
"Doug Martin","RB","TB",14,"12/10","DET",1,"L","21-24",1,1,10,26,"7",1,2,24,"12",0,1
"Doug Martin","RB","TB",16,"12/24","CAR",0,"L","19-22",1,0,6,7,"4",0,0,0,"0",0,0
"Doug Martin","RB","TB",17,"12/31","NO",1,"W","31-24",1,0,3,-3,"1",0,0,0,"0",0,0
"Mike Gillislee","RB","NE",1,"09/07","KC",1,"L","27-42",1,0,15,45,"16",3,0,0,"0",0,0
"Mike Gillislee","RB","NE",2,"09/17","NO",0,"W","36-20",1,0,18,69,"13",1,0,0,"0",0,0
"Mike Gillislee","RB","NE",3,"09/24","HOU",1,"W","36-33",1,1,12,31,"8",0,0,0,"0",0,0
"Mike Gillislee","RB","NE",4,"10/01","CAR",1,"L","30-33",1,0,12,49,"13",0,0,0,"0",0,0
"Mike Gillislee","RB","NE",5,"10/05","TB",0,"W","19-14",1,1,12,52,"9",0,0,0,"0",0,0
"Mike Gillislee","RB","NE",6,"10/15","NYJ",0,"W","24-17",1,0,10,44,"9",0,0,0,"0",0,1
"Mike Gillislee","RB","NE",7,"10/22","ATL",1,"W","23-7",1,0,8,31,"14",0,0,0,"0",0,0
