"Name","Pos","Team","Week","Date","Opp","Home","Result","Score","Played","Started","RushAtt","RushYds","RushLong","RushTDs","Receptions","RecYds","RecLong","RecTDs","FumLost"
"Marshawn Lynch","RB","OAK",13,"12/03","NYG",1,"W","24-17",1,1,17,101,"51T",1,2,20,"21",0,0
"Marshawn Lynch","RB","OAK",14,"12/10","KC",0,"L","15-26",1,1,7,61,"27",1,1,3,"3",0,0
"Marshawn Lynch","RB","OAK",15,"12/17","DAL",1,"L","17-20",1,1,16,76,"19",0,3,16,"8",0,0
"Marshawn Lynch","RB","OAK",16,"12/25","PHI",0,"L","10-19",1,1,25,95,"16",0,2,-3,"0",0,1
"Marshawn Lynch","RB","OAK",17,"12/31","LAC",0,"L","10-30",1,1,19,101,"19",0,2,18,"17",0,0
"Lamar Miller","RB","HOU",1,"09/10","JAX",1,"L","7-29",1,1,17,65,"8",0,2,31,"26",0,0
"Lamar Miller","RB","HOU",2,"09/14","CIN",0,"W","13-9",1,1,18,61,"19",0,3,26,"12",0,0
"Lamar Miller","RB","HOU",3,"09/24","NE",0,"L","33-36",1,1,14,56,"12",0,1,7,"7",0,0
"Lamar Miller","RB","HOU",4,"10/01","TEN",1,"W","57-14",1,1,19,75,"9",1,4,56,"32",1,0
"Lamar Miller","RB","HOU",5,"10/08","KC",1,"L","34-42",1,1,15,74,"18",0,2,15,"12",0,0
"Lamar Miller","RB","HOU",6,"10/15","CLE",1,"W","33-17",1,1,15,41,"14",0,3,40,"26",0,0
"Lamar Miller","RB","HOU",8,"10/29","SEA",0,"L","38-41",1,1,21,54,"13",1,3,19,"9",1,0
"Lamar Miller","RB","HOU",9,"11/05","IND",1,"L","14-20",1,1,10,57,"14",0,3,34,"19",0,0
"Lamar Miller","RB","HOU",10,"11/12","LA",0,"L","7-33",1,0,11,60,"21",0,1,14,"14",0,0
"Lamar Miller","RB","HOU",11,"11/19","ARI",1,"W","31-21",1,1,22,61,"13",0,4,22,"8",1,0
"Lamar Miller","RB","HOU",12,"11/27","BAL",0,"L","16-23",1,1,17,51,"17",1,1,7,"7",0,0
"Lamar Miller","RB","HOU",13,"12/03","TEN",0,"L","13-24",1,0,15,56,"12",0,4,38,"11",0,0
"Lamar Miller","RB","HOU",14,"12/10","SF",1,"L","16-26",1,1,17,53,"11",0,2,7,"8",0,0
"Lamar Miller","RB","HOU",15,"12/17","JAX",0,"L","7-45",1,1,9,32,"11",0,2,1,"1",0,0
"Lamar Miller","RB","HOU",16,"12/25","PIT",1,"L","6-34",1,0,10,55,"16",0,1,10,"10",0,0
"Lamar Miller","RB","HOU",17,"12/31","IND",0,"L","13-22",1,1,8,37,"16",0,0,0,"0",0,0
"Devonta Freeman","RB","ATL",1,"09/10","CHI",0,"W","23-17",1,1,12,37,"6",1,2,2,"2",0,0
"Devonta Freeman","RB","ATL",2,"09/17","GB",1,"W","34-23",1,1,19,84,"17",2,2,16,"10",0,0
"Devonta Freeman","RB","ATL",3,"09/24","DET",0,"W","30-26",1,1,21,106,"18",1,3,32,"18",0,0
"Devonta Freeman","RB","ATL",4,"10/01","BUF",1,"L","17-23",1,1,18,58,"16",1,2,20,"13",0,0
"Devonta Freeman","RB","ATL",6,"10/15","MIA",1,"L","17-20",1,1,9,68,"44",0,2,11,"11",0,0
"Devonta Freeman","RB","ATL",7,"10/22","NE",0,"L","7-23",1,1,12,72,"21",0,3,18,"9",0,0
"Devonta Freeman","RB","ATL",8,"10/29","NYJ",0,"W","25-20",1,1,12,41,"7",0,1,20,"20",0,0
"Devonta Freeman","RB","ATL",9,"11/05","CAR",0,"L","17-20",1,1,11,46,"20",0,4,18,"14",0,0
"Devonta Freeman","RB","ATL",10,"11/12","DAL",1,"W","27-7",1,1,2,3,"2",0,0,0,"0",0,0
"Devonta Freeman","RB","ATL",13,"12/03","MIN",1,"L","9-14",1,1,12,74,"13",0,1,7,"7",0,0
"Devonta Freeman","RB","ATL",14,"12/07","NO",1,"W","20-17",1,1,24,91,"19",1,0,0,"0",0,0
"Devonta Freeman","RB","ATL",15,"12/18","TB",0,"W","24-21",1,1,22,126,"32T",1,5,68,"29",0,0
"Devonta Freeman","RB","ATL",16,"12/24","NO",0,"L","13-23",1,1,11,36,"15",0,2,20,"12",0,1
"Devonta Freeman","RB","ATL",17,"12/31","CAR",1,"W","22-10",1,1,11,23,"5",0,9,85,"26",1,0
"Isaiah Crowell","RB","CLE",1,"09/10","PIT",1,"L","18-21",1,1,17,33,"6",0,2,33,"23",0,0
"Isaiah Crowell","RB","CLE",2,"09/17","BAL",0,"L","10-24",1,1,10,37,"17",0,0,0,"0",0,0
"Isaiah Crowell","RB","CLE",3,"09/24","IND",0,"L","28-31",1,1,12,44,"10",0,2,10,"8",0,0
"Isaiah Crowell","RB","CLE",4,"10/01","CIN",1,"L","7-31",1,1,7,20,"14",0,1,7,"7",0,0
"Isaiah Crowell","RB","CLE",5,"10/08","NYJ",1,"L","14-17",1,1,16,60,"16",0,2,7,"4",0,0
"Isaiah Crowell","RB","CLE",6,"10/15","HOU",0,"L","17-33",1,1,12,58,"14",0,2,15,"9",0,0
"Isaiah Crowell","RB","CLE",7,"10/22","TEN",1,"L","9-12",1,1,17,35,"7",0,4,36,"15",0,0
"Isaiah Crowell","RB","CLE",8,"10/29","MIN",1,"L","16-33",1,1,11,64,"26T",1,4,54,"38",0,1
"Isaiah Crowell","RB","CLE",10,"11/12","DET",0,"L","24-38",1,1,16,90,"21",1,1,5,"5",0,0
"Isaiah Crowell","RB","CLE",11,"11/19","JAX",1,"L","7-19",1,1,11,18,"5",0,0,0,"0",0,0
"Isaiah Crowell","RB","CLE",12,"11/26","CIN",0,"L","16-30",1,1,16,95,"27",0,1,10,"10",0,0
"Isaiah Crowell","RB","CLE",13,"12/03","LAC",0,"L","10-19",1,1,10,41,"16",0,1,3,"3",0,0
"Isaiah Crowell","RB","CLE",14,"12/10","GB",1,"L","21-27",1,1,19,121,"37",0,3,10,"7",0,0
"Isaiah Crowell","RB","CLE",15,"12/17","BAL",1,"L","10-27",1,1,5,72,"59",0,4,-7,"5",0,0
"Isaiah Crowell","RB","CLE",16,"12/24","CHI",0,"L","3-20",1,1,12,44,"8",0,1,-1,"-1",0,0
"Isaiah Crowell","RB","CLE",17,"12/31","PIT",0,"L","24-28",1,1,15,21,"7",0,0,0,"0",0,0
"Latavius Murray","RB","MIN",1,"09/11","NO",1,"W","29-19",1,0,2,6,"3",0,0,0,"0",0,0
"Latavius Murray","RB","MIN",2,"09/17","PIT",0,"L","9-26",1,0,3,6,"4",0,0,0,"0",0,0
"Latavius Murray","RB","MIN",3,"09/24","TB",1,"W","34-17",1,0,2,5,"3",0,0,0,"0",0,0
"Latavius Murray","RB","MIN",4,"10/01","DET",1,"L","7-14",1,0,7,21,"5",0,2,8,"6",0,0
"Latavius Murray","RB","MIN",5,"10/09","CHI",0,"W","20-17",1,1,12,31,"8",0,2,12,"9",0,0
"Latavius Murray","RB","MIN",6,"10/15","GB",1,"W","23-10",1,1,15,28,"10",0,1,10,"10",0,0
"Latavius Murray","RB","MIN",7,"10/22","BAL",1,"W","24-16",1,1,18,113,"35",1,0,0,"0",0,0
"Latavius Murray","RB","MIN",8,"10/29","CLE",0,"W","33-16",1,1,19,39,"10",0,1,8,"8",0,0
"Latavius Murray","RB","MIN",10,"11/12","WAS",0,"W","38-30",1,1,17,68,"14",1,0,0,"0",0,0
"Latavius Murray","RB","MIN",11,"11/19","LA",1,"W","24-7",1,1,15,95,"34",2,1,1,"1",0,0
"Latavius Murray","RB","MIN",12,"11/23","DET",0,"W","30-23",1,1,20,84,"46",1,0,0,"0",0,0
"Latavius Murray","RB","MIN",13,"12/03","ATL",0,"W","14-9",1,1,16,76,"30",0,3,21,"12",0,0
"Latavius Murray","RB","MIN",14,"12/10","CAR",0,"L","24-31",1,1,9,14,"11",0,2,6,"4",0,0
"Latavius Murray","RB","MIN",15,"12/17","CIN",1,"W","34-7",1,1,20,76,"14",1,1,28,"28",0,0
"Latavius Murray","RB","MIN",16,"12/23","GB",0,"W","16-0",1,1,21,69,"14",0,1,6,"6",0,0
"Latavius Murray","RB","MIN",17,"12/31","CHI",1,"W","23-10",1,0,20,111,"22",2,1,3,"3",0,0
"Bilal Powell","RB","NYJ",1,"09/10","BUF",0,"L","12-21",1,0,7,22,"11",0,5,17,"8",0,0
"Bilal Powell","RB","NYJ",2,"09/17","OAK",0,"L","20-45",1,1,6,13,"5",0,0,0,"0",0,0
"Bilal Powell","RB","NYJ",3,"09/24","MIA",1,"W","20-6",1,0,15,37,"9",1,0,0,"0",0,0
"Bilal Powell","RB","NYJ",4,"10/01","JAX",1,"W","23-20",1,1,21,163,"75T",1,4,27,"13",0,0
"Bilal Powell","RB","NYJ",5,"10/08","CLE",0,"W","17-14",1,1,2,5,"5",0,4,28,"11",0,0
"Bilal Powell","RB","NYJ",7,"10/22","MIA",0,"L","28-31",1,1,9,43,"25",0,2,40,"31",0,0
"Bilal Powell","RB","NYJ",8,"10/29","ATL",1,"L","20-25",1,1,14,33,"12",0,3,28,"14",0,0
"Bilal Powell","RB","NYJ",9,"11/02","BUF",1,"W","34-21",1,0,9,74,"51",0,0,0,"0",0,0
"Bilal Powell","RB","NYJ",10,"11/12","TB",0,"L","10-15",1,1,10,30,"21",0,1,6,"6",0,1
"Bilal Powell","RB","NYJ",12,"11/26","CAR",1,"L","27-35",1,1,9,34,"14",0,1,12,"12",0,0
"Bilal Powell","RB","NYJ",13,"12/03","KC",1,"W","38-31",1,0,18,48,"13",1,2,2,"4",0,0
"Bilal Powell","RB","NYJ",14,"12/10","DEN",0,"L","0-23",1,0,13,35,"12",0,0,0,"0",0,0
"Bilal Powell","RB","NYJ",15,"12/17","NO",0,"L","19-31",1,1,13,44,"11",1,0,0,"0",0,0
"Bilal Powell","RB","NYJ",16,"12/24","LAC",1,"L","7-14",1,1,19,145,"57T",1,0,0,"0",0,0
"Bilal Powell","RB","NYJ",17,"12/31","NE",0,"L","6-26",1,1,13,46,"24",0,1,10,"10",0,0
"LeGarrette Blount","RB","PHI",1,"09/10","WAS",0,"W","30-17",1,1,14,46,"7",0,1,1,"1T",1,0
"LeGarrette Blount","RB","PHI",2,"09/17","KC",0,"L","20-27",1,0,0,0,"0",0,1,0,"0",0,0
"LeGarrette Blount","RB","PHI",3,"09/24","NYG",1,"W","27-24",1,1,12,67,"20",1,0,0,"0",0,0
"LeGarrette Blount","RB","PHI",4,"10/01","LAC",0,"W","26-24",1,0,16,136,"68",0,1,20,"20",0,0
"LeGarrette Blount","RB","PHI",5,"10/08","ARI",1,"W","34-7",1,1,14,74,"37",0,0,0,"0",0,0
"LeGarrette Blount","RB","PHI",6,"10/12","CAR",0,"W","28-23",1,1,14,67,"18",0,0,0,"0",0,0
"LeGarrette Blount","RB","PHI",7,"10/23","WAS",1,"W","34-24",1,0,14,29,"21",0,0,0,"0",0,0
"LeGarrette Blount","RB","PHI",8,"10/29","SF",1,"W","33-10",1,1,16,48,"12T",1,1,4,"4",0,0
"LeGarrette Blount","RB","PHI",9,"11/05","DEN",1,"W","51-23",1,0,9,37,"10",0,0,0,"0",0,0
"LeGarrette Blount","RB","PHI",11,"11/19","DAL",0,"W","37-9",1,1,13,57,"30",0,0,0,"0",0,0
"LeGarrette Blount","RB","PHI",12,"11/26","CHI",1,"W","31-3",1,1,15,97,"35",0,0,0,"0",0,1
"LeGarrette Blount","RB","PHI",13,"12/03","SEA",0,"L","10-24",1,1,8,26,"11",0,0,0,"0",0,0
"LeGarrette Blount","RB","PHI",14,"12/10","LA",0,"W","43-35",1,1,7,12,"4",0,2,11,"7",0,0
"LeGarrette Blount","RB","PHI",15,"12/17","NYG",0,"W","34-29",1,1,7,21,"7",0,0,0,"0",0,0
"LeGarrette Blount","RB","PHI",16,"12/25","OAK",1,"W","19-10",1,0,5,12,"6",0,1,3,"3",0,0
"LeGarrette Blount","RB","PHI",17,"12/31","DAL",1,"L","0-6",1,1,9,37,"9",0,1,11,"11",0,0
"Orleans Darkwa","RB","NYG",1,"09/10","DAL",0,"L","3-19",1,0,3,14,"12",0,1,-1,"-1",0,0
"Orleans Darkwa","RB","NYG",2,"09/18","DET",1,"L","10-24",1,0,3,17,"11",0,1,3,"3",0,0
"Orleans Darkwa","RB","NYG",3,"09/24","PHI",0,"L","24-27",1,0,7,22,"20",0,1,11,"11",0,0
"Orleans Darkwa","RB","NYG",5,"10/08","LAC",1,"L","22-27",1,1,8,69,"23T",1,1,3,"3",0,0
"Orleans Darkwa","RB","NYG",6,"10/15","DEN",0,"W","23-10",1,1,21,117,"47",0,1,13,"13",0,0
"Orleans Darkwa","RB","NYG",7,"10/22","SEA",1,"L","7-24",1,1,9,35,"7",0,3,13,"6",0,0
"Orleans Darkwa","RB","NYG",9,"11/05","LA",1,"L","17-51",1,1,16,71,"24",0,2,8,"4",0,0
"Orleans Darkwa","RB","NYG",10,"11/12","SF",0,"L","21-31",1,1,14,70,"20",0,2,18,"10",0,0
"Orleans Darkwa","RB","NYG",11,"11/19","KC",1,"W","12-9",1,1,20,74,"14",1,2,16,"8",0,0
"Orleans Darkwa","RB","NYG",12,"11/23","WAS",0,"L","10-20",1,1,11,30,"6",0,1,9,"9",0,0
"Orleans Darkwa","RB","NYG",13,"12/03","OAK",0,"L","17-24",1,1,14,32,"9",1,1,-1,"-1",0,0
"Orleans Darkwa","RB","NYG",14,"12/10","DAL",1,"L","10-30",1,1,10,29,"6",0,2,15,"9",0,0
"Orleans Darkwa","RB","NYG",15,"12/17","PHI",1,"L","29-34",1,1,9,7,"5",1,1,9,"9",0,0
"Orleans Darkwa","RB","NYG",16,"12/24","ARI",0,"L","0-23",1,0,6,10,"5",0,0,0,"0",0,0
"Orleans Darkwa","RB","NYG",17,"12/31","WAS",1,"W","18-10",1,1,20,154,"75T",1,0,0,"0",0,0
"Derrick Henry","RB","TEN",1,"09/10","OAK",1,"L","16-26",1,0,6,25,"8",0,0,0,"0",0,0
"Derrick Henry","RB","TEN",2,"09/17","JAX",0,"W","37-16",1,0,14,92,"17T",1,0,0,"0",0,0
"Derrick Henry","RB","TEN",3,"09/24","SEA",1,"W","33-27",1,0,13,54,"25",0,1,10,"10",0,0
"Derrick Henry","RB","TEN",4,"10/01","HOU",0,"L","14-57",1,0,6,7,"3",0,0,0,"0",0,0
"Derrick Henry","RB","TEN",5,"10/08","MIA",0,"L","10-16",1,0,4,9,"11",0,0,0,"0",0,0
"Derrick Henry","RB","TEN",6,"10/16","IND",1,"W","36-22",1,0,19,131,"72T",1,1,14,"14",0,0
"Derrick Henry","RB","TEN",7,"10/22","CLE",0,"W","12-9",1,0,13,13,"9",0,2,11,"8",0,0
"Derrick Henry","RB","TEN",9,"11/05","BAL",1,"W","23-20",1,0,8,26,"10",1,2,10,"6",0,0
"Derrick Henry","RB","TEN",10,"11/12","CIN",1,"W","24-20",1,0,11,52,"23",0,0,0,"0",0,0
"Derrick Henry","RB","TEN",11,"11/16","PIT",0,"L","17-40",1,0,7,32,"16",0,0,0,"0",0,0
"Derrick Henry","RB","TEN",12,"11/26","IND",0,"W","20-16",1,0,13,79,"16",0,1,10,"10",0,0
"Derrick Henry","RB","TEN",13,"12/03","HOU",1,"W","24-13",1,0,11,109,"75T",1,0,0,"0",0,0
"Derrick Henry","RB","TEN",14,"12/10","ARI",0,"L","7-12",1,1,8,20,"9",1,0,0,"0",0,0
"Derrick Henry","RB","TEN",15,"12/17","SF",0,"L","23-25",1,0,7,19,"10",0,2,9,"8",0,0
"Derrick Henry","RB","TEN",16,"12/24","LA",1,"L","23-27",1,0,8,25,"10",0,1,6,"6",0,0
"Derrick Henry","RB","TEN",17,"12/31","JAX",1,"W","15-10",1,1,28,51,"13",0,1,66,"66T",1,0
"Alvin Kamara","RB","NO",1,"09/11","MIN",0,"L","19-29",1,0,7,18,"5",0,4,20,"15",0,0
"Alvin Kamara","RB","NO",2,"09/17","NE",1,"L","20-36",1,0,1,3,"3",0,3,51,"38",0,0
"Alvin Kamara","RB","NO",3,"09/24","CAR",0,"W","34-13",1,0,2,37,"25T",1,3,5,"7",0,0
"Alvin Kamara","RB","NO",4,"10/01","MIA",0,"W","20-0",1,0,5,25,"12",0,10,71,"16",1,0
"Alvin Kamara","RB","NO",6,"10/15","DET",1,"W","52-38",1,1,10,75,"21",0,3,12,"6",0,0
"Alvin Kamara","RB","NO",7,"10/22","GB",0,"W","26-17",1,0,9,57,"19",0,5,50,"24",0,0
"Alvin Kamara","RB","NO",8,"10/29","CHI",1,"W","20-12",1,0,8,28,"10",1,3,48,"34",0,0
"Alvin Kamara","RB","NO",9,"11/05","TB",1,"W","30-10",1,0,10,68,"17",1,6,84,"33T",1,1
"Alvin Kamara","RB","NO",10,"11/12","BUF",0,"W","47-10",1,0,12,106,"19",1,5,32,"12",0,0
"Alvin Kamara","RB","NO",11,"11/19","WAS",1,"W","34-31",1,0,8,42,"24",0,6,74,"19",1,0
"Alvin Kamara","RB","NO",12,"11/26","LA",0,"L","20-26",1,1,5,87,"74T",1,6,101,"33",1,0
"Alvin Kamara","RB","NO",13,"12/03","CAR",1,"W","31-21",1,1,9,60,"20T",2,5,66,"22",0,0
"Alvin Kamara","RB","NO",14,"12/07","ATL",0,"L","17-20",1,0,1,2,"2",0,3,25,"23",0,0
"Alvin Kamara","RB","NO",15,"12/17","NYJ",1,"W","31-19",1,0,12,44,"12",0,6,45,"29",1,0
"Alvin Kamara","RB","NO",16,"12/24","ATL",1,"W","23-13",1,0,12,32,"15",0,7,58,"25",0,0
"Alvin Kamara","RB","NO",17,"12/31","TB",0,"L","24-31",1,0,9,44,"19",1,6,84,"40",0,0
"Jonathan Stewart","RB","CAR",1,"09/10","SF",0,"W","23-3",1,1,18,65,"10",0,2,17,"9T",1,0
"Jonathan Stewart","RB","CAR",2,"09/17","BUF",1,"W","9-3",1,1,15,40,"10",0,0,0,"0",0,0
"Jonathan Stewart","RB","CAR",3,"09/24","NO",1,"L","13-34",1,0,12,57,"17",0,1,4,"4",0,0
"Jonathan Stewart","RB","CAR",4,"10/01","NE",0,"W","33-30",1,1,14,68,"15",0,0,0,"0",0,1
"Jonathan Stewart","RB","CAR",5,"10/08","DET",0,"W","27-24",1,1,18,21,"9",0,3,23,"21",0,0
"Jonathan Stewart","RB","CAR",6,"10/12","PHI",1,"L","23-28",1,1,8,-4,"3",0,0,0,"0",0,0
"Jonathan Stewart","RB","CAR",7,"10/22","CHI",0,"L","3-17",1,0,14,48,"13",0,0,0,"0",0,0
"Jonathan Stewart","RB","CAR",8,"10/29","TB",0,"W","17-3",1,1,11,34,"11",1,0,0,"0",0,0
"Jonathan Stewart","RB","CAR",9,"11/05","ATL",1,"W","20-17",1,1,11,21,"9",0,0,0,"0",0,2
"Jonathan Stewart","RB","CAR",10,"11/13","MIA",1,"W","45-21",1,0,17,110,"18",0,0,0,"0",0,0
"Jonathan Stewart","RB","CAR",12,"11/26","NYJ",0,"W","35-27",1,1,15,26,"4",1,0,0,"0",0,0
"Jonathan Stewart","RB","CAR",13,"12/03","NO",0,"L","21-31",1,1,11,45,"10",1,0,0,"0",0,0
"Jonathan Stewart","RB","CAR",14,"12/10","MIN",1,"W","31-24",1,1,16,103,"60T",3,0,0,"0",0,0
"Jonathan Stewart","RB","CAR",15,"12/17","GB",1,"W","31-24",1,0,11,27,"9",0,1,9,"9",0,0
"Jonathan Stewart","RB","CAR",16,"12/24","TB",1,"W","22-19",1,0,7,19,"6",0,1,-1,"-1",0,0
"DeMarco Murray","RB","TEN",1,"09/10","OAK",1,"L","16-26",1,1,12,44,"21",0,2,16,"12",0,0
"DeMarco Murray","RB","TEN",2,"09/17","JAX",0,"W","37-16",1,1,9,25,"7",0,1,3,"3",0,0
"DeMarco Murray","RB","TEN",3,"09/24","SEA",1,"W","33-27",1,1,14,115,"75T",1,1,5,"5",0,0
"DeMarco Murray","RB","TEN",4,"10/01","HOU",0,"L","14-57",1,1,7,31,"9",0,2,4,"4",0,0
"DeMarco Murray","RB","TEN",5,"10/08","MIA",0,"L","10-16",1,1,14,58,"13",0,4,11,"7",0,1
"DeMarco Murray","RB","TEN",6,"10/16","IND",1,"W","36-22",1,1,12,40,"7",1,4,47,"18",0,0
"DeMarco Murray","RB","TEN",7,"10/22","CLE",0,"W","12-9",1,1,18,59,"16",0,3,17,"9",0,0
"DeMarco Murray","RB","TEN",9,"11/05","BAL",1,"W","23-20",1,1,9,19,"7",0,2,22,"17",0,0
"DeMarco Murray","RB","TEN",10,"11/12","CIN",1,"W","24-20",1,1,14,42,"9",2,4,30,"9",1,0
"DeMarco Murray","RB","TEN",11,"11/16","PIT",0,"L","17-40",1,1,8,10,"5",0,5,37,"13",0,0
"DeMarco Murray","RB","TEN",12,"11/26","IND",0,"W","20-16",1,1,12,9,"12",1,3,33,"16",0,0
"DeMarco Murray","RB","TEN",13,"12/03","HOU",1,"W","24-13",1,1,11,66,"22",0,2,13,"13",0,0
"DeMarco Murray","RB","TEN",14,"12/10","ARI",0,"L","7-12",1,1,11,34,"9",0,2,13,"7",0,0
"DeMarco Murray","RB","TEN",15,"12/17","SF",0,"L","23-25",1,1,18,59,"11",0,1,4,"4",0,0
"DeMarco Murray","RB","TEN",16,"12/24","LA",1,"L","23-27",1,1,15,48,"9",1,3,11,"4",0,0
"Kenyan Drake","RB","MIA",2,"09/17","LAC",0,"W","19-17",1,0,1,-3,"-3",0,0,0,"0",0,0
"Kenyan Drake","RB","MIA",3,"09/24","NYJ",0,"L","6-20",1,0,1,0,"0",0,1,2,"2",0,0
"Kenyan Drake","RB","MIA",4,"10/01","NO",1,"L","0-20",1,0,1,6,"6",0,2,5,"4",0,0
"Kenyan Drake","RB","MIA",5,"10/08","TEN",1,"W","16-10",1,0,1,0,"0",0,0,0,"0",0,0
"Kenyan Drake","RB","MIA",6,"10/15","ATL",0,"W","20-17",1,0,0,0,"0",0,0,0,"0",0,0
"Kenyan Drake","RB","MIA",7,"10/22","NYJ",1,"W","31-28",1,0,0,0,"0",0,0,0,"0",0,0
"Kenyan Drake","RB","MIA",8,"10/26","BAL",0,"L","0-40",1,0,6,22,"12",0,0,0,"0",0,0
"Kenyan Drake","RB","MIA",9,"11/05","OAK",1,"L","24-27",1,0,9,69,"42",0,6,35,"10",0,1
"Kenyan Drake","RB","MIA",10,"11/13","CAR",0,"L","21-45",1,0,7,82,"66T",1,2,10,"5",0,0
"Kenyan Drake","RB","MIA",11,"11/19","TB",1,"L","20-30",1,0,7,4,"6",0,1,10,"10",0,0
"Kenyan Drake","RB","MIA",12,"11/26","NE",0,"L","17-35",1,1,9,20,"13",0,3,27,"17",1,1
"Kenyan Drake","RB","MIA",13,"12/03","DEN",1,"W","35-9",1,1,23,120,"42T",1,3,21,"13",0,0
"Kenyan Drake","RB","MIA",14,"12/11","NE",1,"W","27-20",1,1,25,114,"31",0,5,79,"47",0,0
"Kenyan Drake","RB","MIA",15,"12/17","BUF",0,"L","16-24",1,1,16,78,"31",1,6,35,"11",0,0
"Kenyan Drake","RB","MIA",16,"12/24","KC",0,"L","13-29",1,1,13,57,"18",0,0,0,"0",0,0
"Kenyan Drake","RB","MIA",17,"12/31","BUF",1,"L","16-22",1,1,14,75,"32",0,3,15,"11",0,0
"Tevin Coleman","RB","ATL",1,"09/10","CHI",0,"W","23-17",1,0,8,16,"7",0,4,42,"20",0,0
"Tevin Coleman","RB","ATL",2,"09/17","GB",1,"W","34-23",1,0,6,42,"35",0,2,3,"3T",1,0
"Tevin Coleman","RB","ATL",3,"09/24","DET",0,"W","30-26",1,0,6,46,"14",0,3,43,"27",0,0
"Tevin Coleman","RB","ATL",4,"10/01","BUF",1,"L","17-23",1,0,9,77,"29",0,4,65,"39",0,0
"Tevin Coleman","RB","ATL",6,"10/15","MIA",1,"L","17-20",1,0,9,32,"20",1,1,4,"4",0,0
"Tevin Coleman","RB","ATL",7,"10/22","NE",0,"L","7-23",1,0,6,16,"6",0,0,0,"0",0,0
"Tevin Coleman","RB","ATL",8,"10/29","NYJ",0,"W","25-20",1,0,14,82,"52",0,1,22,"22",0,0
"Tevin Coleman","RB","ATL",9,"11/05","CAR",0,"L","17-20",1,0,5,5,"2",0,1,19,"19T",1,0
"Tevin Coleman","RB","ATL",10,"11/12","DAL",1,"W","27-7",1,0,20,83,"19",1,1,5,"5",0,0
"Tevin Coleman","RB","ATL",11,"11/20","SEA",0,"W","34-31",1,1,20,43,"9",1,1,15,"15",0,0
"Tevin Coleman","RB","ATL",12,"11/26","TB",1,"W","34-20",1,1,19,97,"20",2,0,0,"0",0,0
"Tevin Coleman","RB","ATL",13,"12/03","MIN",1,"L","9-14",1,0,8,22,"6",0,3,27,"15",0,0
"Tevin Coleman","RB","ATL",14,"12/07","NO",1,"W","20-17",1,0,9,32,"9",0,0,0,"0",0,0
"Tevin Coleman","RB","ATL",16,"12/24","NO",0,"L","13-23",1,0,6,12,"15",0,4,40,"15",1,0
"Tevin Coleman","RB","ATL",17,"12/31","CAR",1,"W","22-10",1,1,11,23,"6",0,2,14,"12",0,0
"Joe Mixon","RB","CIN",1,"09/10","BAL",1,"L","0-20",1,0,8,9,"8",0,3,15,"9",0,0
"Joe Mixon","RB","CIN",2,"09/14","HOU",1,"L","9-13",1,0,9,36,"7",0,1,5,"5",0,0
"Joe Mixon","RB","CIN",3,"09/24","GB",0,"L","24-27",1,0,18,62,"20",0,3,39,"21",0,0
"Joe Mixon","RB","CIN",4,"10/01","CLE",0,"W","31-7",1,0,17,29,"10",0,4,19,"10",0,0
"Joe Mixon","RB","CIN",5,"10/08","BUF",1,"W","20-16",1,0,15,51,"12",1,0,0,"0",0,0
"Joe Mixon","RB","CIN",7,"10/22","PIT",0,"L","14-29",1,0,7,48,"25",0,3,20,"8",0,0
"Joe Mixon","RB","CIN",8,"10/29","IND",1,"W","24-23",1,0,11,18,"7",0,3,91,"67",0,1
"Joe Mixon","RB","CIN",9,"11/05","JAX",0,"L","7-23",1,1,13,31,"7T",1,3,15,"10",0,0
"Joe Mixon","RB","CIN",10,"11/12","TEN",0,"L","20-24",1,1,9,37,"13",1,1,3,"3",0,0
"Joe Mixon","RB","CIN",11,"11/19","DEN",0,"W","20-17",1,1,20,49,"8",0,2,0,"1",0,0
"Joe Mixon","RB","CIN",12,"11/26","CLE",1,"W","30-16",1,1,23,114,"19",1,3,51,"36",0,0
"Joe Mixon","RB","CIN",13,"12/04","PIT",1,"L","20-23",1,1,7,34,"10",0,1,8,"8",0,0
"Joe Mixon","RB","CIN",16,"12/24","DET",1,"W","26-17",1,1,3,12,"9",0,2,20,"10",0,0
"Joe Mixon","RB","CIN",17,"12/31","BAL",0,"W","31-27",1,1,18,96,"17",0,1,1,"1",0,1
"Samaje Perine","RB","WAS",1,"09/10","PHI",1,"L","17-30",1,0,0,0,"0",0,0,0,"0",0,0
"Samaje Perine","RB","WAS",2,"09/17","LA",0,"W","27-20",1,0,21,67,"12",0,1,0,"0",0,0
"Samaje Perine","RB","WAS",3,"09/24","OAK",1,"W","27-10",1,1,19,49,"9",0,1,6,"6",0,1
"Samaje Perine","RB","WAS",4,"10/02","KC",0,"L","20-29",1,0,6,27,"6",0,0,0,"0",0,0
"Samaje Perine","RB","WAS",6,"10/15","SF",1,"W","26-24",1,0,9,23,"8",0,3,24,"16",1,0
"Samaje Perine","RB","WAS",7,"10/23","PHI",0,"L","24-34",1,0,0,0,"0",0,0,0,"0",0,0
"Samaje Perine","RB","WAS",8,"10/29","DAL",1,"L","19-33",1,0,0,0,"0",0,0,0,"0",0,0
"Samaje Perine","RB","WAS",9,"11/05","SEA",0,"W","17-14",1,0,2,9,"8",0,0,0,"0",0,0
